geslacht,gebjaar,aantalhh,burgstat,nettoink,oplcat
1,1991,5,5,450,2
2,1960,4,1,250,1
2,2000,5,5,0,1
2,1957,2,1,1200,4
2,1997,5,5,0,1
1,1945,2,1,1750,5
1,1973,2,5,1785,5
1,1997,7,5,0,1
2,1984,3,5,1200,5
1,1962,2,1,3200,5
1,1952,2,1,2300,5
2,1931,2,4,1932,3
1,1953,4,1,3100,5
1,1963,4,5,1700,5
1,1960,2,5,1600,3
1,1943,2,3,-14,1
2,1978,5,1,0,6
1,2001,4,5,0,1
1,1963,4,1,2750,5
2,1970,2,3,980,4
1,1976,3,1,2100,5
1,2005,4,5,0,NA
1,1958,3,1,2123,3
2,1979,2,5,1755,4
2,2001,5,5,0,1
2,1951,1,5,1833,6
1,1995,4,5,0,1
2,1953,5,5,2000,5
2,1945,1,3,1300,1
2,1971,3,5,1900,3
2,1979,3,1,1100,5
1,1960,2,1,1750,2
1,1980,2,1,2750,5
1,1949,2,1,2300,2
1,1956,8,1,-14,2
1,1983,3,5,700,5
2,1943,2,1,750,5
1,1978,2,1,1450,3
1,1983,5,5,1750,5
2,1954,1,4,1450,4
2,1958,2,5,1540,5
1,2008,5,5,0,NA
1,1971,4,1,2500,4
1,1965,3,1,2250,5
2,1961,2,1,970,5
1,2003,5,5,0,1
2,1933,1,4,750,1
1,2003,5,5,0,1
1,1978,4,1,750,1
2,1962,2,1,3500,6
2,1971,5,1,674,2
2,1928,1,4,-13,6
1,1961,4,1,3357,5
1,1929,2,1,1866,1
2,1936,1,5,2100,4
2,1974,2,5,1100,4
2,1968,4,1,0,2
1,1964,4,3,1750,4
2,1957,4,1,283,5
2,1990,4,5,100,1
2,1926,1,4,2750,3
1,1980,2,5,1190,4
1,1994,4,5,0,1
2,1958,5,1,1624,4
2,1961,4,5,650,4
1,1996,5,5,0,1
2,1987,4,1,0,3
1,2004,5,5,0,NA
1,1968,3,3,2045,4
1,1961,4,1,1600,2
1,1990,4,5,0,1
1,1946,2,1,-14,5
1,1969,1,5,1620,4
1,2008,5,5,0,NA
1,1952,2,1,2650,5
1,1982,1,5,2250,6
1,2005,3,5,0,NA
1,1951,4,1,1900,5
1,1962,2,5,2000,5
1,2002,4,5,0,1
1,1943,2,1,2156,5
2,1995,5,5,0,1
1,1977,2,5,2250,4
2,1982,2,5,1000,2
1,1990,7,5,0,1
2,1964,3,1,-14,2
2,1965,3,1,0,3
2,1951,2,1,250,1
1,2002,4,5,0,1
2,1997,5,5,0,1
2,2004,5,5,0,NA
2,1958,2,1,950,2
1,1965,5,1,1807,2
1,1954,4,1,1617,1
1,1974,2,5,1350,3
2,1990,4,5,0,1
1,1940,2,1,2000,4
2,1986,4,5,400,3
1,1994,4,5,40,1
2,1977,2,1,680,3
2,2006,5,5,0,NA
2,1953,2,1,750,2
2,1996,4,5,0,1
1,2007,3,5,0,NA
1,1982,2,5,1250,1
2,1974,3,1,750,3
1,1950,2,1,1590,2
1,1994,4,5,0,1
1,1952,2,1,1517,2
1,2007,4,5,0,NA
2,1983,1,5,756,4
2,1967,7,1,-14,4
1,1999,3,5,0,1
1,1992,4,5,0,1
1,2002,3,5,0,1
2,1974,1,5,1180,4
1,2007,3,5,0,NA
1,1957,6,1,750,2
1,1947,2,1,1470,4
2,1935,1,5,2243,5
1,1953,2,1,2750,2
1,1996,5,5,0,1
1,1963,2,1,10000,5
1,1984,3,5,0,5
2,1958,3,1,300,2
2,1942,2,1,660,2
1,1993,5,5,150,1
2,1977,2,5,1800,6
2,1958,3,1,1254,5
1,1964,4,1,1250,1
2,1964,5,1,1551,5
1,1946,2,1,3000,5
1,2006,4,5,0,NA
1,1947,2,1,-14,5
2,2001,4,5,0,1
2,1935,2,1,639,1
2,1972,3,1,1600,5
2,1928,1,5,1600,1
1,2003,5,5,0,1
1,1964,4,1,1500,1
2,2000,5,5,0,1
1,1970,5,1,2500,5
2,1988,2,5,250,3
2,1981,1,5,1600,5
2,1965,4,1,700,4
2,1952,1,3,1712,4
1,1944,1,3,856,2
1,1976,2,5,2250,5
1,1954,2,1,1800,5
2,1950,2,1,125,5
2,1969,3,3,1200,3
2,1986,3,5,0,3
1,1947,2,1,2240,5
1,1989,5,5,1035,3
2,1990,4,5,125,2
1,1951,3,1,3000,5
2,1992,3,5,0,1
1,1966,2,5,1750,4
1,1953,2,1,1800,4
1,1961,4,1,2500,2
2,1962,4,1,250,3
2,1990,5,5,250,2
2,1968,4,1,1300,5
1,1955,5,1,1950,6
1,2002,4,5,0,1
2,1960,1,1,-14,4
2,2008,3,5,0,NA
2,1953,2,1,0,1
1,1960,5,5,1450,3
2,1984,2,5,250,3
2,1962,5,1,1359,4
1,1969,1,3,2208,5
2,1958,4,1,359,2
1,1972,4,1,1700,1
2,2001,4,5,0,1
1,1930,1,4,1200,1
2,1947,2,1,744,2
2,1959,4,1,2400,4
2,1992,4,5,60,2
1,1994,4,5,0,1
2,1924,1,4,3100,5
2,1980,1,5,6000,6
2,1933,2,1,639,2
2,1994,5,5,0,1
2,1989,4,5,250,1
1,1991,8,5,0,1
2,1942,2,1,750,4
1,1968,2,1,1800,4
1,1939,2,1,2250,4
2,1993,4,5,0,1
2,1946,1,4,902,2
1,1957,5,1,3800,4
1,1996,4,5,0,1
2,1960,4,1,0,4
1,1989,3,5,500,2
1,1944,2,1,4000,5
1,1938,2,1,1976,5
1,1997,5,5,0,1
1,1965,5,1,2200,4
1,1966,2,5,1200,2
1,1993,5,5,250,1
1,1974,2,5,1560,2
2,1991,6,5,0,1
2,1993,4,5,0,1
2,1956,2,1,1450,2
1,1972,4,1,2000,2
2,1967,5,5,500,5
2,2003,4,5,0,1
2,2000,5,5,0,1
1,2006,3,5,0,NA
1,1990,7,5,0,2
1,1993,3,5,0,1
1,1970,3,1,1800,4
1,1926,1,3,1175,4
1,1930,2,1,750,2
2,1923,2,1,630,2
1,1959,6,1,1800,4
1,1988,5,5,0,2
1,1978,3,5,1600,4
1,1971,4,1,1750,4
2,2008,4,5,0,NA
2,1963,3,1,0,2
1,1950,3,1,1800,2
2,2007,4,5,0,NA
2,1964,1,3,1487,4
1,1998,5,5,0,1
1,1950,1,1,3000,1
1,1987,4,5,350,1
2,1943,2,1,1750,5
1,1956,2,1,1250,2
1,1946,1,3,829,1
1,1968,1,5,2900,5
1,1987,3,5,-14,3
2,1947,2,1,1750,5
2,1957,4,1,1180,6
1,1985,1,5,1250,3
2,1962,2,5,1250,1
1,1950,1,3,2000,3
2,1981,4,1,1100,4
2,1970,6,1,1250,4
1,1956,4,1,2250,4
1,1960,2,3,1533,4
2,1988,5,5,250,3
1,1990,3,5,0,1
2,1974,4,1,765,3
1,2004,4,5,0,NA
1,2001,4,5,0,1
2,1975,3,1,1490,4
1,1996,4,5,0,1
1,1968,6,5,6400,2
2,1960,3,4,1272,2
2,1975,2,5,350,3
2,2002,3,5,0,1
2,1960,5,5,1600,1
1,1964,4,1,0,4
2,1972,4,1,660,3
1,1949,2,1,1550,2
1,1958,3,5,1952,4
1,1998,3,5,0,1
2,1964,3,1,750,2
1,1955,5,1,3941,5
1,2005,6,5,0,NA
2,1954,2,1,2250,5
2,1931,2,1,-14,2
1,2006,6,5,0,NA
1,1992,3,5,50,1
2,1964,5,1,1100,5
1,2002,4,5,0,1
1,2002,4,5,0,1
2,1988,3,5,0,3
2,1961,4,1,250,4
2,1971,3,5,-14,4
2,2005,3,5,0,NA
1,1981,2,5,1250,4
1,1992,4,5,-13,1
2,1982,2,5,755,4
1,1986,4,5,1250,5
1,2001,3,5,0,1
1,1973,4,5,2461,2
2,1943,1,3,1300,4
1,1999,3,5,0,1
2,1972,4,1,1130,4
1,1945,1,4,2135,4
1,1979,3,1,2900,5
1,1999,4,5,0,1
2,1994,4,5,0,1
1,1960,2,3,3000,4
1,2000,4,5,0,1
1,1990,5,5,140,1
2,1962,2,1,0,2
2,1998,5,5,0,1
1,1959,4,1,1700,5
1,1981,3,5,1350,2
1,1970,4,1,1900,4
2,1976,4,3,650,2
1,1946,2,1,1200,1
1,1999,4,5,0,1
2,1979,1,5,824,2
1,1944,1,1,1679,4
2,1966,1,1,-14,4
2,1945,2,1,750,1
2,1952,1,5,2900,5
2,1954,2,1,0,3
1,1946,2,1,2800,4
1,1999,6,5,0,1
2,1968,4,1,1518,5
2,1936,2,5,1750,5
1,1965,4,1,2250,4
2,1998,6,5,0,1
2,1956,4,1,1800,2
1,1992,3,5,0,1
1,1961,5,1,1250,2
2,1965,2,5,1235,2
2,1988,2,5,340,3
1,1975,2,5,1250,4
1,1947,2,3,1250,1
2,1970,3,1,486,2
1,1990,6,5,0,2
1,1965,5,1,3600,6
1,2005,5,5,0,NA
2,1971,4,1,0,3
2,1951,3,1,2250,6
2,1994,3,5,0,1
2,1969,2,1,1900,3
2,1962,2,1,600,2
2,1981,3,5,1250,3
2,1946,2,1,0,1
2,1981,3,3,750,2
2,1962,4,3,1305,5
1,1965,5,1,1928,4
2,1999,3,5,0,1
1,1992,7,5,0,1
1,1954,4,1,1165,4
2,1976,3,5,1210,4
2,1971,5,1,6250,4
2,1962,7,1,0,1
2,1951,1,5,3750,3
2,1987,4,5,250,5
1,1986,5,5,1500,4
1,1980,1,5,2250,5
1,1945,3,1,2100,5
1,1962,4,1,6250,5
2,1947,2,1,1150,5
1,1964,4,5,2250,4
2,1961,2,1,0,2
2,1983,2,5,1250,4
2,1997,5,5,0,1
2,1943,2,1,1250,5
2,1961,5,1,0,3
2,2002,4,5,0,1
2,1950,2,5,800,2
1,1979,2,1,1665,2
2,1978,2,5,1300,4
1,1963,2,5,2000,3
1,1943,2,1,1769,2
1,1937,1,1,1750,2
2,1948,2,1,170,2
2,1994,7,5,0,1
2,1955,2,1,706,2
1,1967,5,1,2300,5
2,1960,4,1,-14,2
2,1979,1,5,843,6
1,1999,3,5,0,1
2,1976,6,3,0,2
1,1995,4,5,0,1
1,1950,4,1,1500,5
1,1940,2,1,1439,1
2,1950,2,1,1700,5
1,1950,2,1,1586,4
1,1962,5,1,2550,6
2,2004,3,5,0,1
1,1994,4,5,0,1
1,1965,6,3,1500,2
2,1948,1,3,2329,6
1,1964,1,5,2250,4
1,1976,2,1,1500,3
1,1942,1,1,1750,1
2,1993,3,5,0,1
1,1969,3,1,1250,2
2,1950,2,1,-14,2
2,1935,2,1,1250,5
2,1992,5,5,0,1
1,1949,3,1,0,4
2,1963,4,1,968,1
2,1949,1,3,1142,2
1,2000,4,5,0,1
2,1995,5,5,0,1
2,1996,4,5,0,1
2,1969,1,5,2350,6
1,1947,4,1,4000,5
2,1941,2,1,639,2
2,1944,2,1,744,2
2,1955,4,1,800,2
2,1953,2,1,975,5
2,1954,3,1,0,2
1,1979,1,5,2100,6
1,1953,3,1,3750,6
1,1954,5,1,2250,2
2,1991,3,5,200,2
1,1969,2,5,1750,4
2,1995,4,5,0,1
1,1968,3,1,1600,4
2,1980,5,5,400,4
2,1982,4,5,1200,4
1,2006,4,5,0,NA
1,1950,2,3,1750,2
2,1960,2,5,850,5
2,1966,5,1,0,5
1,1987,1,5,400,3
1,1986,2,5,1000,4
2,1976,5,1,1000,4
1,1951,3,1,4120,6
1,1971,2,5,1300,4
2,1963,5,1,250,2
1,1967,1,3,3250,5
2,1952,3,1,2388,6
1,1976,2,5,1300,3
1,1958,3,1,3135,4
2,1960,4,1,1250,5
1,2000,4,5,0,1
2,1969,4,1,1400,6
2,2001,5,5,0,1
2,1953,2,1,-14,4
2,1989,3,5,200,1
1,1981,3,5,1800,5
1,1977,4,1,2550,4
1,1973,2,5,3250,6
1,1994,4,5,0,1
1,2006,4,5,0,NA
2,2001,5,5,0,1
1,1994,4,5,0,1
2,2006,3,5,0,NA
2,1986,5,5,0,5
1,1941,2,1,2250,5
2,1971,2,5,1800,5
2,1956,4,1,560,4
1,1930,2,1,3720,6
1,2002,4,5,0,1
1,1986,4,5,0,4
2,1935,2,1,980,1
2,1996,3,5,0,1
1,1942,1,3,1000,6
1,1945,2,1,-14,4
2,2000,2,5,0,1
1,1951,3,1,2700,6
1,1939,2,1,2500,2
2,1934,1,3,917,2
1,1969,3,3,2825,5
2,1942,2,1,643,1
1,1998,4,5,0,1
2,2004,4,5,0,NA
1,1952,2,1,-14,2
2,1953,2,3,1325,2
2,1948,2,1,750,1
1,1987,4,5,0,3
2,1991,3,5,0,1
2,2001,4,5,0,1
1,1996,2,5,0,1
2,1963,4,1,0,2
2,2006,3,5,0,NA
1,2005,5,5,0,NA
1,1959,4,1,1800,2
2,1960,3,1,750,2
1,2005,3,5,0,NA
1,1979,3,1,1600,2
2,1996,5,5,0,1
2,1972,4,1,250,4
1,1992,4,5,75,1
2,1949,2,1,0,3
2,1949,2,1,350,2
2,1954,3,1,680,2
1,1946,3,1,-14,5
1,1972,3,5,2000,4
2,2000,4,5,0,1
2,1979,4,5,750,2
2,1943,2,1,0,2
1,1944,1,4,2250,1
1,1966,2,5,3700,6
1,1994,5,5,0,1
1,1989,4,5,250,3
2,1980,2,1,1400,5
2,1996,4,5,0,1
2,1993,4,5,40,1
1,1994,4,5,0,1
2,1958,1,1,1950,5
1,1965,2,5,2561,5
2,1994,4,5,0,1
1,1972,3,1,1600,2
2,1996,5,5,0,1
2,1977,1,5,1650,4
1,1984,1,5,1250,1
2,1932,1,3,1400,5
1,1947,2,1,1050,2
2,1965,4,3,700,3
1,1969,3,5,1750,3
1,1996,4,5,0,1
1,1970,4,1,1815,4
1,1971,5,1,1562,5
1,1993,5,5,0,1
1,1938,2,1,2250,5
2,1974,4,5,1028,2
2,1963,4,1,230,4
1,1974,3,1,1750,4
1,1996,3,5,0,1
2,1968,4,1,1100,5
2,1953,2,3,0,2
2,1941,1,3,2300,5
2,1971,3,1,1250,5
1,1997,5,5,0,1
2,2007,5,5,0,NA
1,1959,5,1,1500,2
2,1982,6,1,1200,4
2,1947,2,1,170,2
2,1955,4,1,1200,5
1,1952,2,1,2500,3
2,1969,3,1,1100,2
1,1991,5,5,0,NA
1,1972,1,5,250,3
1,1987,4,5,1250,2
1,1992,6,5,80,1
2,1981,2,5,1350,4
2,1960,4,1,2200,5
2,1971,4,1,1100,3
2,1966,3,5,280,4
2,1953,2,3,1988,5
2,1953,4,1,750,1
1,2005,4,5,0,NA
1,1996,5,5,0,1
2,1997,5,5,0,1
2,1981,3,1,0,3
1,1944,2,1,2249,5
1,1950,2,1,172,4
2,1982,2,1,1300,5
1,1960,4,3,2774,5
1,1949,2,1,-14,4
1,1952,3,1,2500,5
1,1950,3,1,2300,6
2,1996,5,5,0,1
2,1995,4,5,0,1
1,1961,9,1,-14,6
1,1944,2,1,1800,2
1,1962,2,1,-13,1
1,2001,5,5,0,1
2,1964,5,5,654,4
1,1999,4,5,0,1
2,1922,2,1,630,1
1,1949,3,1,4000,4
1,1980,5,1,250,6
1,1989,4,5,110,2
2,2000,4,5,0,1
2,1972,4,1,1121,4
2,1984,2,5,1250,4
1,1996,4,5,0,1
2,2005,2,5,0,NA
1,1959,2,1,2000,4
2,1996,4,5,0,1
2,1966,4,3,2400,5
1,2003,4,5,0,1
2,1959,5,3,1000,3
1,1986,4,5,0,3
1,1954,3,1,3750,4
1,2001,5,5,0,1
2,1963,3,5,800,3
2,1967,2,3,1311,6
2,1931,1,4,1600,5
2,1936,2,1,1999,2
2,1999,3,5,0,1
1,2001,6,5,0,1
1,1969,4,5,1688,5
1,1991,5,5,0,2
2,2004,4,5,0,NA
2,1937,2,1,250,2
1,1953,2,1,2983,6
2,1998,4,5,0,1
2,2001,3,5,0,1
2,2001,4,5,0,1
2,2004,4,5,0,1
1,1967,4,1,2000,6
2,1942,2,1,250,1
2,1963,4,1,2100,5
1,1978,1,5,0,1
2,2003,4,5,0,NA
1,1968,1,5,1600,3
1,1966,1,5,1300,3
2,1975,2,5,750,4
1,1960,4,1,1800,4
2,1991,5,5,0,1
1,2002,5,5,0,1
2,1976,5,1,550,2
2,1953,3,1,1000,6
1,2003,5,5,0,1
2,1987,1,5,0,3
2,1956,2,3,750,2
2,1993,3,5,0,1
2,1952,2,1,0,2
2,1998,6,5,0,1
1,1946,2,1,1835,1
1,1922,1,4,1200,2
1,1966,5,1,3100,6
1,1989,4,5,0,1
2,1956,3,1,1114,5
1,1971,4,1,1750,2
1,1992,6,5,0,1
1,2006,4,5,0,NA
2,1961,3,3,1100,2
2,1973,4,1,2348,6
1,1953,5,1,1200,4
1,1960,4,1,2100,5
1,1995,4,5,0,1
1,1936,2,1,6373,6
2,1955,2,1,235,2
1,2006,4,5,0,1
1,1995,4,5,0,1
1,1996,4,5,0,1
2,1997,4,5,0,1
1,1962,3,5,2735,4
2,1936,2,1,0,2
1,1992,4,5,250,1
2,2003,4,5,0,NA
2,1976,5,5,0,2
1,2002,4,5,0,1
1,1998,2,5,0,1
1,1941,1,3,2793,5
1,1953,2,1,1750,2
2,1954,3,1,750,2
2,1972,4,1,517,4
2,1981,2,5,1420,5
2,1998,4,5,0,1
2,1931,1,4,-14,2
2,1973,3,5,1150,1
2,1979,3,1,650,4
1,1940,2,1,2193,5
1,1950,4,1,2040,2
1,1974,4,1,3050,6
1,1965,3,1,3800,6
1,1934,1,1,2750,4
1,1991,4,5,0,1
2,1975,1,5,1600,6
2,1977,1,5,2300,5
2,1949,2,1,500,1
1,1944,2,1,1950,2
1,1956,1,5,1150,1
1,1999,3,5,0,1
2,1971,1,1,2750,2
1,1964,3,1,2100,4
2,1962,4,1,1137,5
1,1993,6,5,0,1
2,1950,2,1,0,2
1,1981,3,5,-13,4
1,1998,6,5,0,1
1,1951,2,1,1270,2
2,1974,1,5,750,4
2,1959,4,1,6250,6
1,1991,7,5,0,1
1,1995,5,5,0,1
2,1961,4,1,1268,5
2,1952,2,1,1800,4
1,1997,3,5,0,1
2,1969,4,1,409,4
1,1978,2,5,1295,4
1,1943,1,5,6000,5
2,2006,4,5,0,NA
2,1961,4,1,400,2
1,2000,4,5,0,1
1,2005,4,5,0,NA
1,1981,4,5,1125,4
1,1986,4,5,0,2
1,1959,4,1,-14,4
1,2007,4,5,0,NA
2,1962,4,1,625,2
2,1948,2,1,800,2
2,1986,4,5,1150,2
2,1959,4,1,0,5
1,1930,2,1,1301,3
2,1950,2,1,1162,2
1,1958,5,1,4300,6
2,1956,3,3,1250,4
2,1993,4,5,0,1
1,1959,4,1,1891,1
1,1975,1,5,2000,2
2,1948,2,1,610,2
2,1971,4,1,1008,5
2,1960,4,1,720,2
2,1974,3,5,1350,4
1,1976,2,5,1600,4
2,1972,5,1,0,5
1,1989,3,5,0,1
1,1947,2,1,1750,5
1,1997,4,5,0,1
2,1997,4,5,0,1
2,2001,4,5,0,1
1,1945,1,1,1800,5
1,1965,2,3,1400,3
1,1957,6,1,3800,4
1,1985,3,5,250,3
1,1977,2,5,-14,4
2,1948,2,4,250,1
1,1985,5,5,1750,2
1,1966,5,1,-14,6
2,1986,4,5,1100,2
2,1990,3,5,500,1
2,1973,4,1,1000,2
1,1990,4,5,0,2
2,1984,1,5,1500,5
2,1959,5,1,675,5
1,1974,4,1,3500,5
2,1940,1,4,1250,2
2,1957,4,1,1450,6
1,1945,1,1,1975,4
2,1966,2,5,830,1
2,1956,2,1,841,3
2,1962,5,1,1000,2
2,1967,2,3,1000,1
1,1986,2,5,750,4
2,1941,2,1,-14,2
2,1989,3,5,0,3
1,1964,6,1,1200,1
1,1980,2,5,1370,4
2,1973,4,1,950,4
1,1969,3,1,1370,4
1,1993,4,5,50,1
1,1930,2,4,1000,1
2,1979,4,1,1600,5
1,2003,4,5,0,1
1,1927,2,1,3250,5
2,1967,4,1,500,1
1,2002,4,5,0,1
2,1966,4,1,0,6
2,1961,3,5,1900,5
1,1970,3,5,1600,1
1,1963,4,1,-14,5
2,1967,3,3,1176,4
1,1936,1,3,1700,2
1,1940,2,1,1900,1
2,1969,6,3,448,2
1,1969,1,5,1250,4
2,1979,1,5,-13,3
1,1974,4,5,1250,4
1,1982,2,1,1552,4
2,1958,5,1,1800,5
2,1938,2,1,630,1
2,1928,2,1,639,1
1,1936,2,1,1500,4
1,1958,3,1,1880,2
2,1996,4,5,0,1
2,1987,4,5,168,4
2,1996,3,5,0,1
2,1985,4,5,800,4
1,1986,4,5,140,3
1,1986,5,5,0,4
2,1943,1,3,750,2
1,1955,3,1,2400,4
1,1978,3,1,2000,4
2,1995,5,5,0,1
1,1987,4,5,0,3
2,1933,2,1,680,2
1,1955,2,1,600,4
2,1999,4,5,0,1
2,2002,4,5,0,1
2,1978,4,1,950,4
1,2003,4,5,0,NA
2,1996,4,5,0,1
1,1964,4,1,2350,1
2,2002,3,5,0,1
2,1947,2,1,0,2
2,1962,4,1,750,2
1,1968,3,1,2300,4
1,1952,2,5,1771,5
2,1972,4,1,1400,5
1,1977,2,5,3500,2
1,1944,1,5,2300,6
1,2000,5,5,0,1
1,2005,4,5,0,NA
2,1978,2,5,2750,6
1,1973,3,1,2000,6
2,1993,3,5,0,1
1,1972,4,1,1750,4
1,1957,4,1,4300,6
2,1981,2,5,1750,1
1,1990,3,5,-14,1
2,1995,4,5,0,1
1,1990,6,5,0,1
2,1968,2,1,1000,6
1,1995,4,5,0,1
2,2004,3,5,0,NA
2,2006,3,5,0,NA
1,1985,4,5,250,3
1,1973,2,5,2050,5
1,1994,4,5,0,1
2,2006,4,5,0,NA
2,1939,2,1,635,2
1,1983,1,5,1300,2
1,1998,4,5,0,1
1,1941,1,5,1100,2
1,1980,2,5,1250,4
1,2003,4,5,0,1
2,1953,1,1,2250,2
1,1947,2,1,1700,2
1,1969,2,1,2200,5
1,1963,4,1,2600,5
2,1970,2,5,1800,5
2,1967,4,1,1000,1
2,1982,2,1,1500,4
1,2007,4,5,0,1
1,2001,4,5,0,1
2,1963,5,1,1820,4
2,1979,2,1,1700,6
2,1939,2,1,1700,5
1,1963,4,1,4000,5
1,1968,4,1,3750,5
1,2008,5,5,0,NA
1,1978,4,5,1100,5
2,1939,1,4,1220,1
2,2006,4,5,0,NA
1,1954,1,5,1600,5
2,1946,2,1,0,2
2,1971,2,5,2500,5
1,1925,2,1,3774,5
2,1980,1,5,1250,4
1,1946,2,1,-14,2
1,1980,2,5,1250,2
1,1953,1,5,1000,2
1,1998,4,5,0,1
2,1985,5,5,400,4
2,1959,3,1,1150,5
1,1944,2,1,2000,2
2,2004,3,5,0,1
2,1992,3,5,0,1
2,1940,1,4,750,2
2,1939,2,1,751,2
2,1993,4,5,0,1
1,1983,2,1,2000,5
2,1973,4,5,2000,6
2,1949,1,4,2750,5
1,1963,4,1,3000,3
2,1972,5,1,470,4
1,1948,2,1,1800,5
1,1958,2,5,6250,6
1,1940,1,3,1700,5
2,1952,2,1,2300,5
2,1946,2,4,700,2
2,1962,4,1,650,4
2,1975,2,5,3900,6
2,2002,4,5,0,1
2,1954,3,1,0,2
2,1958,4,1,1335,3
1,1957,4,1,1400,2
1,1968,4,1,812,4
1,1962,2,1,2192,2
1,2002,5,5,0,1
1,1991,4,5,0,1
2,1978,3,3,1003,4
1,2005,4,5,0,NA
1,1968,5,1,3500,6
1,1944,2,1,2770,6
2,1970,4,1,750,4
1,1997,5,5,0,1
1,2000,4,5,0,1
2,1933,2,1,1295,5
2,2005,4,5,0,NA
2,1973,2,5,1530,4
1,1951,4,1,1550,2
2,1941,2,1,630,1
1,1965,3,1,2100,5
2,1949,3,1,1053,2
1,1937,3,1,3500,5
1,1966,2,3,1500,6
1,1993,5,5,250,1
1,1972,4,1,2665,5
2,1965,7,3,0,4
2,1931,1,3,1152,5
2,2001,4,5,0,1
2,1941,2,1,0,2
2,1958,4,1,1260,3
1,1956,1,5,1709,1
2,1941,1,5,1630,4
2,1966,4,1,0,2
1,2006,3,5,0,1
1,1921,2,1,630,5
1,1986,1,5,300,3
2,1960,4,1,1200,5
2,1951,2,1,0,5
2,1962,4,1,1165,3
2,1952,2,1,1450,4
2,1967,5,1,500,3
2,2001,3,5,0,1
2,1980,2,5,1500,6
1,1980,4,1,2100,6
1,1993,5,5,0,1
1,1994,6,5,0,1
2,1952,2,1,0,2
2,1961,4,1,1400,3
2,1963,3,1,0,3
1,1975,1,5,1690,5
1,1961,2,1,1487,3
1,1993,4,5,0,1
1,1996,3,5,0,1
2,1942,2,1,1100,2
2,1958,1,5,800,3
1,1964,2,3,670,1
2,2007,5,5,0,NA
1,1953,4,1,3000,5
1,1977,2,5,1300,2
2,1986,5,5,1200,4
1,1966,4,1,1750,2
1,1932,1,3,-14,2
2,1981,3,3,1150,4
2,1974,4,1,800,1
1,1998,5,5,0,1
1,1986,5,5,750,3
1,1985,1,5,750,1
2,1989,4,5,496,2
2,1966,5,1,2700,6
2,1963,5,1,250,2
1,1994,5,5,0,1
1,1949,3,1,2750,2
2,1947,2,1,1200,2
2,1943,3,1,1520,5
1,1997,5,5,0,1
2,1950,2,1,1537,3
2,1974,2,1,1450,4
2,1988,4,5,0,3
2,1959,2,5,2250,5
1,1983,3,5,-13,4
1,1971,1,3,1250,4
1,1959,5,5,3798,6
1,1972,4,1,1605,2
1,1928,2,1,1800,1
2,1986,3,5,1250,5
2,1951,2,1,1200,2
2,1940,2,1,250,4
2,1954,3,1,1200,3
1,1980,1,5,-14,3
1,1997,5,5,0,1
1,1975,1,5,1470,5
2,1989,5,5,160,3
1,1999,3,5,0,1
1,1962,2,5,1900,5
2,2004,6,5,0,1
1,1986,5,5,0,4
2,1956,1,5,800,4
1,1950,2,1,2100,4
1,1989,5,5,0,3
1,1999,4,5,0,1
2,1967,3,3,750,2
2,1977,1,3,1250,2
2,1995,4,5,0,1
1,1934,2,1,1800,5
1,1947,2,1,3100,6
2,1950,2,1,750,4
1,1963,3,1,3400,5
2,1961,1,3,650,2
2,1997,4,5,0,1
2,1953,2,1,2250,2
2,1981,2,5,0,5
1,1974,5,1,-13,3
2,1955,3,1,250,5
1,1960,3,1,1200,6
2,1962,4,1,1359,2
1,1963,4,1,4083,6
2,1970,2,3,1050,5
1,1968,2,5,2145,3
1,1967,4,1,1800,2
2,1950,2,1,1561,5
1,1980,1,5,1700,4
2,1941,2,1,0,2
2,1974,2,5,1250,5
1,1958,5,1,4250,6
1,1984,4,5,1250,5
1,1976,1,5,-14,5
1,1973,3,5,1895,4
1,1971,3,3,1750,4
1,1941,1,3,4000,5
1,2002,2,5,0,1
2,2000,4,5,0,1
1,1989,4,5,0,1
2,1952,2,1,3700,6
1,2006,3,5,0,NA
1,2008,5,5,0,NA
2,2005,4,5,0,NA
1,2000,4,5,0,1
1,1971,3,2,-14,2
1,1945,8,1,1595,2
1,1993,4,5,0,1
1,1939,2,1,2773,5
1,1963,4,1,2400,2
2,2005,4,5,0,NA
1,1973,4,3,700,1
1,1979,1,5,2300,5
2,1991,4,5,0,1
2,1975,4,5,940,2
2,1990,3,5,0,2
1,2007,4,5,0,NA
1,1951,2,5,1200,1
1,1990,4,5,750,2
2,1949,2,1,0,2
1,1950,5,1,1745,2
1,1971,4,1,1300,4
1,1948,2,1,1491,5
1,1967,4,1,1400,2
2,1962,3,1,1750,1
1,1967,3,1,239,3
2,2005,4,5,0,NA
2,1992,4,5,0,1
2,1957,4,1,500,2
2,1958,5,1,1450,2
1,1982,3,5,1500,1
2,1973,1,5,1750,5
1,1973,2,5,1750,4
2,1958,3,1,2500,5
2,1988,8,5,0,3
1,1997,5,5,0,1
2,1970,5,1,600,4
2,1976,1,5,1250,4
2,1983,2,5,1690,3
2,1935,1,4,1530,2
2,1931,2,1,0,3
1,1950,2,1,2654,2
1,2003,6,5,0,1
2,1947,3,1,462,1
1,1968,4,5,2000,4
2,2008,4,5,0,NA
1,2000,6,5,0,1
1,1932,2,1,1129,2
2,1986,2,5,1250,2
2,1952,3,1,1755,5
2,1971,5,5,400,2
1,1940,2,1,4250,2
2,1975,4,1,0,3
