dataset,age,bfi_O_imag,bfi_O_arti,bfi_C_lazy,bfi_C_thor,bfi_E_rese,bfi_E_soci,bfi_A_faul,bfi_A_trus,bfi_N_rela,bfi_N_nerv
shp,42,5,7,4,7,7,7,6,8,2,5
shp,68,4,2,9,9,6,4,8,8,4,4
shp,41,10,0,10,8,7,10,10,7,4,7
shp,49,8,5,10,9,9,9,10,8,3,5
shp,58,10,7,7,10,8,10,5,7,2,5
shp,67,8,1,6,9,2,7,5,8,5,8
shp,62,9,8,2,6,8,9,5,9,2,7
shp,66,5,8,10,10,8,8,4,5,-0,2
shp,61,7,8,10,7,5,6,7,5,4,2
shp,65,8,0,10,8,3,4,10,8,2,0
shp,64,9,4,3,8,10,9,8,9,4,3
shp,55,1,10,5,7,7,5,9,5,2,1
shp,86,6,8,10,8,10,8,8,8,2,0
shp,57,6,4,2,8,-0,7,2,7,5,6
shp,64,7,4,5,8,3,5,9,8,4,1
shp,55,8,8,8,8,3,5,5,5,5,8
shp,46,7,2,8,9,6,8,6,6,3,2
shp,43,7,8,6,8,4,7,4,7,6,5
shp,18,9,10,10,10,9,9,8,8,2,1
shp,17,7,2,8,8,5,8,7,8,2,3
shp,57,7,7,6,8,4,6,6,8,4,6
shp,52,9,5,9,8,7,7,9,8,1,1
shp,47,6,8,10,8,10,10,10,8,2,0
shp,22,7,1,8,8,6,8,7,7,1,5
shp,20,6,5,6,7,5,9,7,7,2,2
shp,17,8,6,8,9,5,10,10,10,1,5
shp,41,5,6,7,9,9,6,5,7,5,5
shp,52,10,9,8,9,5,9,6,7,1,2
shp,39,8,9,9,9,9,8,3,10,5,3
shp,44,9,10,7,8,8,9,6,8,2,2
shp,39,9,9,9,9,9,10,9,8,2,3
shp,39,7,6,10,8,4,0,10,0,3,5
shp,18,5,4,3,10,10,6,10,10,-0,2
shp,54,9,2,2,9,8,8,8,8,1,1
shp,50,8,8,8,9,2,8,4,8,5,4
shp,20,7,4,7,8,5,5,6,7,4,4
shp,14,9,8,8,8,8,7,8,5,3,3
shp,37,5,3,5,9,7,9,6,9,4,5
shp,46,5,4,5,7,3,6,5,7,5,6
shp,51,9,10,5,9,2,9,8,9,1,0
shp,49,6,5,10,8,7,7,8,10,4,3
shp,23,8,6,7,7,7,8,7,8,4,5
shp,18,10,10,6,4,9,8,5,9,5,3
shp,15,8,7,8,9,7,9,7,8,1,2
shp,60,5,2,5,8,3,5,5,5,5,5
shp,53,6,6,7,9,7,5,4,8,6,3
shp,62,7,7,7,8,8,8,8,7,2,3
shp,70,3,3,8,5,6,8,9,8,7,4
shp,77,5,10,4,10,5,5,7,5,3,6
shp,64,6,5,8,8,6,6,7,8,2,3
shp,62,8,10,8,9,6,8,8,7,1,5
shp,32,10,10,4,6,2,7,5,7,4,7
shp,30,5,9,8,10,6,7,8,8,2,4
shp,28,7,10,8,8,8,9,8,8,3,6
shp,31,8,5,7,9,6,9,7,9,-0,1
shp,49,10,5,10,7,4,9,8,5,-0,2
shp,43,5,5,10,10,10,10,7,8,2,2
shp,53,4,8,7,8,7,6,6,8,4,4
shp,52,7,7,7,9,5,5,7,6,3,3
shp,48,6,8,7,8,8,8,7,8,2,2
shp,16,10,3,3,8,7,7,10,8,1,5
shp,15,7,8,8,10,8,7,6,8,1,2
shp,64,6,6,5,7,7,7,6,8,3,5
shp,41,7,7,7,7,4,6,4,8,6,7
shp,41,5,7,6,7,7,5,6,7,2,3
shp,48,8,7,4,7,5,7,3,7,4,3
shp,60,6,10,7,9,8,9,6,8,3,5
shp,69,8,5,5,6,8,8,6,8,4,6
shp,68,7,8,9,8,-0,7,8,6,2,3
shp,42,4,7,6,10,9,8,5,7,2,0
shp,41,6,5,4,9,5,5,5,6,5,8
shp,63,2,1,5,5,5,8,9,5,5,2
shp,72,8,7,3,9,3,7,5,6,4,7
shp,70,9,8,4,8,3,6,6,7,4,6
shp,57,10,10,10,10,5,8,6,10,3,2
shp,55,3,3,7,8,7,8,5,8,2,3
shp,55,7,8,6,9,4,7,5,8,4,8
shp,25,9,7,2,7,7,8,1,9,2,4
shp,23,4,2,4,7,4,5,3,8,5,3
shp,70,7,5,3,10,2,10,5,8,1,2
shp,65,4,3,5,8,2,5,6,7,5,3
shp,65,7,8,5,8,3,8,8,7,5,3
shp,63,5,8,8,9,7,8,8,7,3,5
shp,40,7,1,5,6,8,9,8,8,5,4
shp,40,9,8,7,7,5,8,4,8,1,2
shp,18,9,8,5,9,5,8,5,8,-0,2
shp,16,8,8,7,8,8,9,6,7,2,3
shp,37,5,7,5,9,2,8,5,7,3,3
shp,36,5,6,6,9,3,6,5,8,3,4
shp,83,5,10,10,10,5,7,9,8,4,1
shp,64,10,8,7,10,2,5,4,8,2,2
shp,53,5,5,8,8,8,9,8,7,2,2
shp,47,10,10,9,9,7,9,7,6,4,1
shp,45,8,8,8,10,6,5,7,8,5,3
shp,22,7,5,8,9,10,8,9,9,2,1
shp,21,6,8,6,8,10,7,5,8,1,3
shp,42,8,2,10,8,5,8,7,8,1,0
shp,44,5,10,9,10,8,7,9,8,5,8
shp,43,8,5,8,8,5,9,9,10,2,0
shp,75,5,5,8,8,3,6,8,7,2,2
shp,59,6,7,5,9,3,6,4,6,4,6
shp,51,4,5,5,5,7,8,9,9,1,2
shp,19,4,2,3,7,2,4,7,9,5,2
shp,16,8,5,3,7,6,9,4,8,5,3
shp,38,8,5,9,10,10,10,3,8,-0,2
shp,35,9,10,7,9,9,10,6,8,3,3
shp,37,10,3,10,9,9,10,8,8,3,7
shp,67,6,5,6,9,2,7,7,7,4,4
shp,61,8,7,7,8,7,7,5,8,3,4
shp,32,8,9,3,8,5,7,4,7,3,7
shp,67,10,10,10,10,8,10,5,8,-0,7
shp,81,5,5,10,10,5,10,10,5,4,6
shp,46,5,5,8,8,3,8,8,8,2,2
shp,44,1,2,10,9,10,10,8,5,5,5
shp,18,7,10,7,9,5,6,9,7,3,1
shp,73,5,6,5,8,5,6,8,5,4,7
shp,72,5,7,6,9,3,7,5,6,2,5
shp,83,6,5,5,7,5,8,5,6,3,5
shp,58,8,3,9,9,3,8,6,8,2,2
shp,62,10,9,9,8,3,4,9,8,4,8
shp,26,7,7,7,8,3,7,3,8,8,9
shp,36,7,3,3,5,7,6,6,4,3,4
shp,48,8,2,8,8,3,8,5,7,2,3
shp,46,10,3,5,8,5,10,8,5,1,0
shp,17,7,6,4,5,7,8,5,1,2,3
shp,15,8,2,5,7,10,8,4,5,3,4
shp,60,5,7,8,8,8,8,7,8,5,3
shp,55,8,8,9,10,5,8,9,8,1,2
shp,24,7,2,6,9,3,8,6,7,2,8
shp,49,7,7,4,10,5,4,6,8,2,3
shp,68,10,3,10,10,10,10,3,8,-0,0
shp,64,8,2,5,10,10,10,10,8,2,7
shp,56,7,4,7,9,7,7,8,9,3,3
shp,56,8,2,8,9,8,7,8,8,4,5
shp,24,10,8,6,9,7,7,8,6,3,4
shp,20,8,5,-0,10,9,8,5,8,3,2
shp,47,8,2,6,10,8,10,10,8,1,2
shp,32,6,10,10,10,5,9,7,9,1,4
shp,65,8,10,4,10,10,10,10,10,1,0
shp,49,4,5,5,9,2,3,8,8,4,7
shp,18,2,2,7,8,2,1,8,7,2,5
shp,17,7,8,9,8,8,7,8,7,2,2
shp,65,7,8,8,8,5,7,6,8,2,2
shp,43,8,10,4,8,5,8,4,8,3,6
shp,35,9,10,9,7,3,4,8,8,7,4
shp,50,6,9,7,8,10,8,6,8,2,4
shp,43,3,8,4,8,5,8,3,7,6,6
shp,39,7,8,10,8,10,9,-0,8,4,4
shp,55,7,9,4,8,8,7,4,5,2,2
shp,39,7,5,3,8,5,7,3,7,2,4
shp,68,8,5,9,8,9,8,9,9,2,1
shp,66,7,0,2,8,10,8,7,8,6,5
shp,37,8,10,10,10,8,8,7,8,1,2
shp,35,6,2,7,8,8,7,7,6,4,2
shp,42,10,10,4,8,5,8,6,8,1,4
shp,45,10,7,9,10,9,9,8,7,3,5
shp,41,3,4,6,8,4,5,7,8,4,3
shp,87,3,10,9,8,9,10,10,10,-0,0
shp,54,6,4,10,10,10,10,6,8,-0,0
shp,27,4,4,9,9,7,7,7,8,1,1
shp,45,10,10,6,7,10,9,8,8,3,4
shp,54,5,2,3,7,6,4,6,7,4,7
shp,27,10,9,2,7,6,5,7,6,3,4
shp,44,8,5,8,9,5,8,5,7,1,2
shp,15,9,3,7,8,7,9,4,6,2,5
shp,45,7,8,6,7,8,8,7,7,5,7
shp,42,8,3,5,8,7,8,8,4,2,3
shp,45,7,4,10,8,10,7,10,10,-0,4
shp,43,9,7,6,8,5,7,7,7,2,3
shp,22,5,6,10,6,10,7,6,6,4,5
shp,20,6,5,10,8,10,10,7,9,1,2
shp,14,7,8,7,8,4,7,6,9,2,5
shp,22,7,5,7,8,6,9,6,7,6,6
shp,44,8,5,8,5,3,9,5,5,4,3
shp,20,8,5,4,7,8,7,7,7,4,5
shp,15,7,6,5,6,5,5,6,4,3,7
shp,45,8,4,8,9,6,7,7,7,3,5
shp,34,7,4,7,8,5,7,8,8,3,6
shp,64,5,6,10,10,10,8,8,8,4,4
shp,63,8,8,10,8,8,8,6,8,4,2
shp,29,7,6,7,8,7,8,5,8,1,2
shp,25,9,8,8,9,10,10,7,7,1,2
shp,48,9,3,7,9,3,7,4,6,2,6
shp,31,3,3,6,8,8,6,7,8,5,5
shp,64,6,8,9,10,8,8,6,9,2,4
shp,64,8,10,7,10,10,8,5,10,2,0
shp,45,8,7,7,7,7,8,5,8,4,4
shp,83,7,10,4,8,2,7,10,6,5,6
shp,37,5,6,8,9,10,7,5,6,3,5
shp,70,3,2,6,8,8,8,8,8,4,4
shp,69,7,5,10,9,5,6,5,8,3,3
shp,64,7,10,5,9,4,7,7,8,3,4
shp,67,7,8,9,9,2,8,8,8,4,2
shp,41,6,6,3,8,6,4,7,4,5,3
shp,36,7,7,7,9,2,9,5,9,3,3
shp,63,10,2,-0,10,1,7,5,2,1,8
shp,47,3,2,6,9,2,6,7,7,5,4
shp,17,9,8,4,7,10,9,10,8,2,3
shp,14,4,5,7,7,5,6,5,8,3,7
shp,47,3,5,5,8,7,5,10,5,3,5
shp,36,8,10,9,9,5,7,10,8,2,2
shp,47,6,0,8,9,4,5,8,4,6,4
shp,35,6,3,8,8,7,7,8,8,3,3
shp,34,7,7,6,9,8,9,6,8,1,4
shp,70,9,9,5,8,4,7,3,1,2,3
shp,52,8,5,2,8,8,8,6,9,3,7
shp,14,6,8,5,7,9,8,7,8,4,4
shp,56,9,8,10,5,10,9,1,8,-0,1
shp,53,10,10,10,10,10,10,10,8,5,4
shp,78,8,8,5,8,5,8,10,5,2,4
shp,80,10,10,10,9,10,10,8,9,3,6
shp,64,2,10,3,8,2,4,8,6,1,1
shp,44,10,10,7,10,10,10,10,9,-0,3
shp,52,8,10,5,10,8,10,9,8,5,2
shp,60,8,1,8,8,3,8,8,8,2,8
shp,72,9,10,8,9,3,8,7,7,2,3
shp,67,5,6,6,8,3,7,4,7,4,6
shp,42,8,9,7,9,7,8,5,9,-0,1
shp,24,8,4,8,8,4,6,5,7,4,4
shp,16,9,8,7,10,-0,9,10,8,4,7
shp,78,7,8,8,8,8,7,7,7,3,5
shp,66,8,3,8,8,2,7,8,8,2,2
shp,62,7,5,3,8,5,8,5,7,5,8
shp,30,5,2,8,9,3,7,8,7,3,4
shp,45,7,3,7,8,5,6,4,8,2,3
shp,71,5,8,5,10,-0,6,5,8,3,8
shp,30,7,6,9,8,8,9,6,7,2,3
shp,36,3,6,8,9,6,6,5,8,3,3
shp,30,8,4,10,7,10,8,8,5,3,8
shp,57,6,8,6,8,10,8,5,8,5,5
shp,51,7,8,5,7,6,8,5,7,5,5
shp,23,10,10,10,8,10,10,10,9,2,2
shp,22,6,0,5,5,7,9,8,9,3,4
shp,63,8,2,10,9,1,8,8,8,2,2
shp,62,7,4,8,8,7,10,6,9,2,5
shp,43,10,7,10,10,5,6,10,4,8,5
shp,66,8,4,3,8,7,6,4,8,5,3
shp,44,2,2,4,7,8,8,4,8,2,2
shp,72,7,3,5,8,3,8,5,6,2,0
shp,67,8,0,7,9,5,8,5,6,4,5
shp,35,7,7,5,9,4,7,6,7,-0,3
shp,32,6,2,7,9,3,7,7,7,3,2
shp,50,8,7,4,8,5,9,6,7,2,4
shp,51,5,6,5,5,2,5,10,6,2,0
shp,49,7,5,8,8,5,7,6,5,2,6
shp,45,5,2,10,8,10,8,8,7,3,5
shp,62,7,10,9,9,8,9,9,8,2,1
shp,72,7,5,10,8,10,7,5,9,2,8
shp,71,5,2,5,8,5,5,10,4,2,6
shp,72,8,4,8,7,5,8,10,5,4,5
shp,50,4,5,8,8,2,8,8,8,4,2
shp,47,10,7,4,10,5,6,8,5,3,6
shp,23,7,10,6,8,5,9,7,7,2,5
shp,57,5,7,2,8,5,5,10,6,2,2
shp,28,5,3,6,8,5,6,5,5,3,3
shp,82,6,5,4,10,-0,10,10,10,2,0
shp,78,10,9,3,8,-0,9,2,10,1,1
shp,54,10,10,10,8,5,10,9,8,2,8
shp,17,7,2,6,8,6,7,5,7,2,8
shp,69,4,7,8,8,5,7,6,5,2,2
shp,48,5,5,9,9,3,7,7,7,3,3
shp,44,6,7,7,9,6,7,7,9,3,7
shp,91,2,2,5,8,8,8,10,10,2,1
shp,44,7,3,4,8,3,6,6,6,4,3
shp,77,8,3,7,8,2,8,7,8,2,3
shp,68,4,5,9,9,7,7,10,10,5,9
shp,39,7,5,3,6,3,6,6,6,4,7
shp,40,6,2,3,9,2,4,7,7,3,3
shp,64,10,10,10,10,6,6,8,10,3,5
shp,71,7,7,10,8,10,7,10,7,3,6
shp,74,8,7,6,7,3,7,6,8,2,4
shp,51,7,7,5,9,5,7,5,6,2,2
shp,71,5,5,7,8,9,6,8,9,2,3
shp,54,9,8,2,7,5,8,6,8,1,4
shp,23,7,9,4,8,7,7,5,7,2,4
shp,84,9,5,5,9,1,7,9,10,1,7
shp,69,8,8,3,7,7,5,8,10,2,7
shp,63,5,4,2,10,10,8,7,8,5,2
shp,40,5,8,8,8,2,5,8,7,5,5
shp,15,8,8,7,7,8,9,8,9,2,2
shp,57,10,5,10,10,10,10,8,10,2,4
shp,67,5,7,8,8,4,8,7,8,3,5
shp,59,4,2,8,7,3,6,4,7,2,3
shp,49,7,2,8,7,6,8,10,8,2,2
shp,19,8,1,8,8,4,7,5,6,2,2
shp,17,7,9,2,6,7,8,5,5,4,5
shp,61,7,6,7,7,6,6,5,7,5,4
shp,53,6,8,7,9,4,7,7,9,3,3
shp,18,4,6,7,8,2,7,6,5,4,2
shp,15,10,10,7,9,10,10,7,7,6,7
shp,34,7,10,3,8,7,10,10,7,3,6
shp,46,10,8,7,10,4,8,10,5,2,3
shp,86,8,4,7,8,2,8,7,5,4,8
shp,71,8,8,3,8,2,4,1,8,-0,0
shp,68,8,3,3,9,10,10,3,10,2,8
shp,58,4,4,7,9,8,9,8,8,2,7
shp,54,2,8,10,8,8,8,9,2,2,2
shp,44,8,5,9,9,9,9,9,7,1,1
shp,41,10,9,5,5,10,10,9,5,9,8
shp,59,8,3,8,8,8,8,8,7,2,2
shp,63,5,5,5,10,5,5,10,5,-0,0
shp,44,5,3,6,10,4,7,5,9,3,6
shp,44,10,7,6,8,6,10,2,7,5,7
shp,43,8,7,6,8,7,7,6,8,2,4
shp,82,6,4,4,6,4,10,5,4,2,0
shp,80,5,3,5,7,2,8,6,8,3,4
shp,80,6,1,2,7,-0,5,5,10,3,0
shp,40,5,1,5,8,6,6,7,8,3,3
shp,37,5,4,6,8,7,8,2,6,2,4
shp,84,8,2,5,9,8,8,8,5,5,2
shp,34,8,4,7,7,7,8,3,5,5,3
shp,33,5,3,9,8,9,6,6,7,5,6
shp,41,7,3,4,8,3,8,3,7,3,2
shp,47,10,10,5,9,3,6,5,8,4,7
shp,42,7,8,3,8,8,7,6,9,3,2
shp,48,4,2,9,6,7,7,9,7,2,4
shp,46,5,3,8,8,6,6,7,7,3,2
shp,18,7,0,2,8,6,7,5,8,3,6
shp,16,6,3,7,6,7,7,7,6,3,2
shp,15,8,0,5,6,5,8,6,7,3,4
shp,57,9,5,7,10,9,9,4,1,-0,8
shp,23,8,8,3,8,5,8,3,7,3,6
shp,67,8,3,8,9,8,7,7,7,3,2
shp,42,8,8,5,5,8,8,5,5,5,4
shp,53,9,10,10,10,10,9,5,8,1,0
shp,54,6,8,1,10,10,7,8,10,3,3
shp,52,3,8,3,9,5,6,6,5,2,3
shp,43,6,6,5,8,6,7,3,6,5,7
shp,37,7,6,6,8,3,7,5,8,3,4
shp,41,4,6,4,8,4,6,5,8,2,3
shp,40,6,7,5,8,2,6,2,8,2,7
shp,16,7,4,3,7,4,7,4,5,2,7
shp,57,5,5,10,9,4,10,6,9,1,7
shp,68,6,4,10,8,10,8,10,7,3,4
shp,58,10,10,8,8,8,8,7,5,2,0
shp,62,6,5,7,8,5,7,7,8,4,7
shp,58,8,5,9,9,9,8,10,8,2,0
shp,71,8,8,7,8,6,8,5,5,5,4
shp,70,9,10,3,7,7,9,8,7,1,8
shp,36,8,10,5,9,3,5,5,7,3,3
shp,41,4,8,7,8,8,9,5,7,5,2
shp,39,8,6,7,8,8,10,7,8,3,2
shp,52,10,8,4,6,3,5,5,6,1,1
shp,51,8,7,8,9,3,7,8,4,5,2
shp,66,8,10,3,10,8,8,2,3,-0,2
shp,64,3,8,9,9,7,9,5,4,2,1
shp,32,6,2,3,9,7,9,4,7,1,4
shp,28,5,7,8,6,7,9,6,7,1,7
shp,69,9,8,8,8,10,8,7,2,2,2
shp,65,10,10,10,10,10,10,10,8,-0,0
shp,63,8,5,6,8,5,8,6,8,2,0
shp,42,6,3,7,9,4,7,7,7,3,5
shp,39,4,5,6,7,5,8,7,8,4,3
shp,54,8,0,9,8,4,8,6,8,2,2
shp,39,9,8,4,8,6,8,6,7,2,2
shp,49,5,7,7,9,5,5,5,7,4,4
shp,16,1,0,5,10,2,7,8,4,4,6
shp,15,8,10,6,10,10,9,3,7,3,6
shp,49,8,5,7,8,6,8,5,6,3,2
shp,48,10,10,5,8,7,8,7,7,5,8
shp,16,9,9,5,8,6,5,4,7,5,6
shp,37,9,8,10,10,3,8,6,7,2,5
shp,75,4,3,7,8,6,5,3,7,3,4
shp,70,8,3,3,10,7,9,7,8,2,2
shp,37,8,5,9,8,10,8,8,9,4,3
shp,70,5,5,7,6,3,8,5,6,5,5
shp,42,9,6,8,9,6,8,7,8,3,2
shp,33,6,3,4,9,9,8,4,7,7,8
shp,47,8,5,9,8,8,10,8,9,3,2
shp,62,10,0,10,10,10,10,10,10,-0,0
shp,70,7,5,1,9,8,10,2,4,2,2
shp,65,7,5,6,8,6,8,6,7,2,4
shp,64,6,10,10,10,10,7,5,8,5,9
shp,47,10,6,8,10,8,9,9,8,1,2
shp,15,6,5,6,8,4,6,4,8,3,5
shp,59,8,3,9,8,10,8,7,8,5,6
shp,30,10,2,10,9,10,10,5,5,5,6
shp,56,8,5,10,10,10,8,10,8,-0,0
shp,48,10,8,8,9,10,9,8,9,5,2
shp,59,5,2,5,8,-0,8,10,8,2,5
shp,53,9,10,6,9,7,7,8,7,7,4
shp,42,10,10,8,9,9,9,3,8,4,1
shp,66,5,3,4,9,3,7,6,9,4,9
shp,64,5,4,4,9,8,8,2,6,3,8
shp,76,7,3,5,9,5,5,5,6,5,6
shp,62,5,5,5,7,5,8,8,5,5,2
shp,62,6,3,6,8,9,8,8,8,3,4
shp,59,4,7,5,7,4,4,6,7,4,3
shp,27,10,8,4,5,9,10,7,9,1,2
shp,25,9,10,7,9,8,8,6,8,-0,2
shp,26,6,1,4,8,4,6,6,5,3,6
shp,81,7,4,10,6,7,6,10,6,3,2
shp,48,8,10,6,7,10,8,9,6,3,4
shp,19,8,10,4,9,9,6,8,8,3,3
shp,59,3,8,2,10,10,8,5,10,2,0
shp,67,7,6,10,10,8,10,10,7,3,1
shp,65,3,3,9,10,5,8,8,9,10,8
shp,57,10,10,5,10,9,10,5,10,2,5
shp,46,9,5,8,8,10,10,7,5,1,0
shp,41,10,8,8,8,7,7,10,8,5,4
shp,60,8,2,10,5,7,6,8,3,3,7
shp,55,3,0,8,9,5,9,5,8,5,8
shp,20,5,3,6,8,4,5,6,4,5,5
shp,15,10,0,2,7,7,10,3,6,1,5
shp,15,7,6,5,8,2,4,8,7,3,10
shp,63,8,9,6,10,8,9,9,7,3,8
shp,57,8,10,10,8,10,8,9,10,2,2
shp,33,10,8,4,9,7,9,9,10,7,8
shp,42,8,8,6,8,5,7,5,8,4,3
shp,34,6,10,8,9,10,9,8,9,3,1
shp,67,7,6,9,8,5,8,9,8,3,3
shp,59,10,10,10,8,10,8,10,8,-0,0
shp,61,8,2,9,7,8,6,3,9,3,1
shp,49,9,5,10,9,8,9,8,9,2,2
shp,53,9,5,5,7,7,9,3,8,1,4
shp,49,8,8,5,8,5,8,6,7,4,5
shp,48,10,8,10,9,7,7,5,6,5,4
shp,45,4,4,4,8,3,4,8,6,4,2
shp,16,7,7,4,6,8,9,5,8,2,6
shp,61,8,10,9,8,9,10,8,2,7,3
shp,55,9,4,7,9,10,9,7,8,2,3
shp,86,0,3,5,8,10,7,10,8,4,3
shp,50,8,6,5,8,4,7,8,8,2,3
shp,42,5,6,3,8,5,7,5,5,4,4
shp,18,7,8,6,7,6,6,9,9,3,3
shp,15,8,7,4,6,6,8,7,7,2,5
shp,67,2,6,9,9,2,6,8,9,1,2
shp,48,3,4,10,10,7,8,2,8,-0,1
shp,23,8,4,3,5,10,9,7,8,4,3
shp,64,7,7,6,9,2,8,6,8,3,3
shp,56,8,7,6,8,8,6,5,7,3,5
shp,49,8,8,10,8,10,1,10,8,6,4
shp,26,9,1,4,8,6,8,2,8,2,6
shp,19,9,6,5,7,3,5,6,5,6,7
shp,15,8,8,6,8,9,9,6,9,1,2
shp,35,3,7,8,8,10,7,4,6,3,5
shp,55,10,7,3,6,7,10,8,9,1,2
shp,75,7,5,8,8,9,8,8,8,1,3
shp,72,8,2,5,7,-0,5,10,3,5,2
shp,45,2,10,7,9,8,9,10,8,5,0
shp,40,8,5,10,10,3,10,3,10,3,0
shp,15,8,0,10,10,2,10,10,10,-0,1
shp,46,8,5,5,8,5,6,4,7,3,4
shp,28,8,3,4,10,5,8,5,7,2,0
shp,28,10,6,5,9,9,10,8,5,1,4
shp,55,6,2,8,8,8,10,8,10,-0,4
shp,56,6,5,7,7,6,7,7,7,4,4
shp,54,7,6,8,8,7,8,7,7,3,4
shp,51,9,6,8,9,3,7,8,8,2,2
shp,70,6,5,5,8,5,6,5,5,4,8
shp,68,6,5,5,8,2,5,3,5,3,2
shp,38,9,7,8,10,5,10,8,6,-0,2
shp,34,7,9,10,9,10,9,8,9,5,3
shp,33,10,0,9,8,3,7,8,8,1,5
shp,34,7,8,8,10,5,9,9,8,1,1
shp,74,8,7,5,10,6,8,8,7,-0,0
shp,74,5,2,5,7,5,7,8,7,3,3
shp,47,10,8,10,8,10,10,8,8,2,5
shp,46,9,10,2,9,10,9,8,10,2,0
shp,41,8,8,3,9,8,8,7,9,2,3
shp,58,5,6,10,8,8,9,4,5,6,5
shp,52,5,4,8,8,6,8,6,8,3,5
shp,51,8,3,5,9,7,8,5,6,5,3
shp,23,2,2,4,10,10,8,8,3,5,7
shp,20,6,5,7,9,9,7,5,8,2,2
shp,48,10,9,5,10,9,9,5,7,2,3
shp,65,8,1,8,10,-0,10,8,8,1,8
shp,63,4,1,10,8,5,5,10,7,5,5
shp,49,3,5,4,9,8,7,8,6,5,2
shp,79,7,10,10,8,2,5,7,7,4,6
shp,38,4,0,2,10,2,7,1,9,3,3
shp,43,7,5,2,8,4,5,3,8,1,2
shp,59,8,0,5,8,10,8,10,6,3,5
shp,52,9,8,7,8,5,9,7,8,3,3
shp,24,10,8,3,10,3,10,7,10,-0,3
shp,21,4,2,8,10,9,8,8,6,5,7
shp,47,7,4,2,8,3,7,8,6,3,2
shp,44,6,5,7,7,4,7,8,10,2,5
shp,17,6,5,6,7,8,8,6,7,3,3
shp,15,3,0,6,7,6,6,5,5,2,6
shp,65,8,4,10,8,4,6,6,6,3,3
shp,50,2,2,5,10,5,5,8,7,5,2
shp,20,6,7,10,10,2,10,8,9,3,3
shp,18,7,6,6,7,4,6,3,7,6,5
shp,86,10,5,5,5,10,10,10,8,2,5
shp,63,7,8,10,10,1,10,10,2,1,0
shp,64,10,0,10,10,3,10,10,7,1,3
shp,48,6,7,4,8,6,8,4,7,2,3
shp,51,5,1,7,6,4,7,4,8,3,5
shp,21,7,2,6,10,5,9,9,7,5,7
shp,20,10,3,8,8,9,9,5,8,4,4
shp,16,9,8,6,8,7,8,7,8,4,4
shp,79,6,2,3,7,9,7,5,8,3,3
shp,45,3,2,4,8,5,8,7,7,5,3
shp,26,7,8,5,8,4,5,7,6,4,8
shp,71,9,9,6,8,4,8,5,8,3,6
shp,71,5,8,3,7,3,7,7,10,6,5
shp,67,7,8,3,9,2,6,8,8,1,2
shp,16,10,8,5,8,5,8,5,8,5,5
shp,71,7,5,8,8,2,7,4,8,3,5
shp,73,6,7,7,9,5,9,7,8,1,2
shp,67,3,7,10,6,10,5,10,10,3,0
shp,62,5,6,5,9,5,6,8,9,3,3
shp,58,8,8,7,8,7,8,4,8,2,3
shp,37,10,10,8,9,3,8,2,5,1,2
shp,36,6,2,8,8,6,5,7,8,2,2
shp,73,8,8,10,9,10,8,10,7,1,0
shp,34,8,3,5,10,3,9,6,7,2,8
shp,33,8,3,4,8,6,10,3,8,4,7
shp,49,4,6,5,9,5,7,8,8,4,7
shp,69,8,5,8,8,8,8,6,4,3,7
shp,61,8,7,10,10,10,10,10,9,2,2
shp,29,5,0,8,8,7,7,8,5,2,2
shp,47,3,5,9,9,10,10,9,8,1,1
shp,19,8,5,8,8,5,9,8,5,2,2
shp,15,8,8,5,9,10,8,10,7,3,5
shp,38,7,2,8,8,5,5,5,7,1,3
shp,37,10,5,10,8,10,10,8,7,3,5
shp,51,8,5,9,8,8,9,8,8,1,1
shp,50,10,0,10,10,-0,10,10,10,10,10
shp,69,10,2,5,10,2,5,8,8,8,5
shp,32,10,5,5,10,8,10,10,10,-0,10
shp,45,7,7,7,8,10,9,6,8,2,6
shp,44,7,8,8,8,8,8,8,7,3,3
shp,15,9,8,9,9,2,9,9,9,1,9
shp,68,9,6,6,7,4,5,5,8,6,4
shp,48,8,6,4,10,5,6,7,7,6,3
shp,43,5,4,5,9,8,6,3,8,3,7
shp,51,7,8,9,9,10,6,8,8,4,6
shp,48,6,5,10,9,7,8,5,8,6,8
shp,14,8,5,3,6,4,5,7,8,3,3
shp,78,7,8,10,8,3,7,7,7,5,8
shp,38,5,3,3,8,9,7,5,10,7,5
shp,67,8,7,8,7,7,7,7,7,4,8
shp,45,10,8,6,9,3,10,4,8,3,6
shp,68,5,5,10,10,-0,10,10,10,5,10
shp,63,10,8,10,10,5,8,8,7,2,2
shp,57,7,6,5,8,6,6,6,5,2,2
shp,26,9,6,7,6,7,9,5,8,4,3
shp,22,10,5,6,7,8,9,7,8,4,7
shp,34,8,3,6,8,10,9,9,9,5,6
shp,64,8,8,10,10,2,8,6,10,2,2
shp,60,6,7,2,9,10,7,6,4,4,4
shp,45,3,7,8,8,9,9,6,9,2,3
shp,43,8,9,8,8,9,8,6,9,3,5
shp,17,5,0,-0,10,10,5,10,9,7,10
shp,15,9,4,3,6,3,10,7,9,1,5
shp,49,7,7,9,8,8,8,9,8,2,3
shp,49,5,2,10,10,10,10,10,8,-0,1
shp,45,4,4,10,10,9,10,5,9,7,6
shp,16,10,5,5,8,10,10,7,7,4,2
shp,39,6,7,5,9,5,7,4,7,2,3
shp,84,10,5,5,10,10,10,10,10,-0,2
shp,76,8,6,10,10,5,5,10,5,-0,8
